2197,vegetable-herb,fresh dill,herbs,fresh milk,,
2343,vegetable-herb,fresh chive,herbs,fresh chevre,,
2555,vegetable-herb,tea leaf,none,betel leaf,,
2613,vegetable-herb,avocado  leaf,herbs,avocado leaf,,
3096,vegetable-herb,boldo,herbs,baldo,,
3443,vegetable-herb,borage,herbs,aburage,,
3447,vegetable-herb,sage,herbs,usuage,,
3489,vegetable-herb,annatto,herbs,nattou,,
4095,vegetable-herb,tarragon leaf,none,tarragon vinegar,,
4415,vegetable-herb,black tea,none,black pasta,,
4419,vegetable-herb,green tea,none,green pasta,,
4472,vegetable-herb,avens,herbs,avena,,
4549,vegetable-herb,basil leaf,herbs,aspic leaf,,
4623,vegetable-herb,parsley leaf,none,palm leaf,,
4624,vegetable-herb,lime leaf,none,palm leaf,,
4828,vegetable-herb,fresh thyme,herbs,fresh ham,,
5154,vegetable-herb,sweet tea,none,sweet butter,,
3567,vegetable-mushrooms,black truffle,none,black truffle oil,,
4121,vegetable-mushrooms,truffe,cheese,truffles,,
1663,vegetable-olives,olive fruit,vegetable,ugli fruit,,
3138,vegetable-onions,purple onion,vegetable,purple corn,,
3701,vegetable-onions,onion,vegetable,monin,,
4613,vegetable-other,corn cob,none,corico,,
4878,vegetable-other,baby okra,none,baby goat,,
4888,vegetable-other,fresh corn,none,fresh bacon,,
5044,vegetable-other,yellow corn,none,yellow croaker,,
5206,vegetable-other,vegetable broth,general,vegetable oil,,
5207,vegetable-other,vegetable stock,general,vegetable oil,,
5208,vegetable-other,vegetable juice,none,vegetable oil,,
5209,vegetable-other,vegetable bouillon,none,vegetable oil,,
1314,vegetable-peas,sweet pea,none,sweet pepper,,
4763,vegetable-peas,petite pea,none,petite steak,,
4830,vegetable-peas,fresh pea,none,fresh ham,,
2349,vegetable-peppers,fresh chile,none,fresh chevre,,
2569,vegetable-peppers,yellow chile,none,yellow chive,,
2677,vegetable-peppers,green bell pepper,vegetable,green pepper,,
2681,vegetable-peppers,green bellpepper,none,green pepper,,
2721,vegetable-peppers,chipotle pepper,none,chinese pepper,,
2725,vegetable-peppers,lemon pepper,none,long pepper,,
2727,vegetable-peppers,szechwan pepper,herbs,szechuan peppercorn,,
2729,vegetable-peppers,poblano pepper,vegetable,japan pepper,,
2731,vegetable-peppers,padron pepper,none,japan pepper,,
2733,vegetable-peppers,jalapeno pepper,vegetable,japan pepper,,
2735,vegetable-peppers,chile pepper,vegetable,wild pepper,,
2737,vegetable-peppers,chili pepper,vegetable,wild pepper,,
2751,vegetable-peppers,mountain pepper,vegetable,hungarian pepper,,
2769,vegetable-peppers,cornish pepper,cheese,spanish pepper,,
2807,vegetable-peppers,new mexico chile pod,none,new mexican redchile powder,,
2815,vegetable-peppers,red bell pepper,vegetable,red pepper,,
2817,vegetable-peppers,red chili pepper,vegetable,red pepper,,
2821,vegetable-peppers,bell pepper,vegetable,red pepper,,
2825,vegetable-peppers,fresno pepper,none,red pepper,,
2839,vegetable-peppers,roasted red pepper,vegetable,crushed red pepper,,
3214,vegetable-peppers,chipotle,none,chole,,
3222,vegetable-peppers,yellow pepper,none,yellow pea,,
3829,vegetable-peppers,hot pepper,vegetable,hot pepper sauce,,
3899,vegetable-peppers,korean chile,none,korean chile paste,,
4039,vegetable-peppers,green chilies,vegetable,green chile sauce,,
4985,vegetable-peppers,serrano,none,serrano ham,,
3146,vegetable-pods,whole okra,none,whole oat,,
4933,vegetable-pods,pickled okra,none,pickled pork,,
4029,vegetable-potatoes,potato puree,none,tomato puree,,
1032,vegetable-root,sea beet,vegetable,seakale beet,,
2505,vegetable-root,beet,vegetable,bleuet,,
3969,vegetable-root,red radish,none,horseradish,,
4935,vegetable-root,pickled beet,none,pickle meat,,
2887,vegetable-sea,nori furikake,none,furikake,,
3050,vegetable-sea,sushi nori,none,sushi rice,,
4574,vegetable-sea,nori paper,none,rice paper,,
5111,vegetable-sea,sea kale,vegetable,sea leg,,
1937,vegetable-squash,ridged gourd,fruits,hedged gourd,,
2669,vegetable-squash,cassava,vegetable,cassia,,
2607,vegetable-stalk,diced celery,vegetable,wild celery,,
3058,vegetable-tuber,japanese turnip,none,japanese rice,,
1520,wine,chilled prosecco,none,chile seco,,
4792,wine,kosher wine,none,kosher rib,,
